Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Num_Platforms,Exclusive
591,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,2,0
592,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58,3,0
596,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,3,0
661,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,5,0
694,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,6,0
700,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0.0,0.31,2.27,2,0
709,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25,3,0
716,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0.0,0.28,2.23,1,1
719,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22,1,1
748,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16,1,1
772,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,3,0
786,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09,2,0
801,UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0.0,0.19,2.07,2,0
824,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.11,0.27,0.53,0.14,2.04,1,1
890,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92,4,0
891,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92,1,1
908,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88,1,1
922,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.34,0.37,0.0,0.15,1.86,1,1
933,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,1,1
974,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.45,0.01,0.24,1.77,2,0
1003,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.83,0.66,0.08,0.18,1.75,1,1
1009,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74,3,0
1037,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71,1,1
1044,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7,3,0
1045,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,7,0
1057,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,3,0
1164,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58,4,0
1165,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58,1,1
1172,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,6,0
1212,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0.0,0.21,1.53,2,0
1213,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,0.95,0.43,0.0,0.14,1.53,1,1
1262,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.08,0.28,0.0,0.13,1.49,3,0
1272,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48,1,1
1338,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0.0,0.13,1.43,6,0
1339,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.46,0.0,0.13,1.43,2,0
1350,Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,0.0,0.21,1.18,0.03,1.42,1,1
1362,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.41,2,0
1382,Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.27,0.02,0.0,0.09,1.39,5,0
1393,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38,1,1
1394,Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38,1,1
1435,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,2,0
1494,The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.31,3,0
1495,Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31,3,0
1496,[Prototype],X360,2009,Action,Activision,0.84,0.35,0.0,0.12,1.31,2,0
1497,Deal or No Deal,Wii,2009,Misc,Zoo Games,1.22,0.0,0.0,0.09,1.31,3,0
1498,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31,1,1
1590,[Prototype],PS3,2009,Action,Activision,0.65,0.41,0.0,0.19,1.24,2,0
1591,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,1,1
1611,Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17,1.23,2,0
1646,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.66,0.43,0.0,0.12,1.21,6,0
1661,PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2,1,1
1695,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18,6,0
1735,EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.78,0.28,0.0,0.1,1.16,1,1
1736,FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,7,0
1758,Sonic and the Black Knight,Wii,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15,1,1
1780,Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,2,0
1781,Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.14,4,0
1790,Yakuza 3,PS3,2009,Action,Sega,0.21,0.21,0.62,0.08,1.13,1,1
1791,The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13,3,0
1806,Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,0.54,1.12,4,0
1846,Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.4,0.0,0.17,1.1,4,0
1867,Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,2,0
1868,Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,1,1
1869,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09,5,0
1888,The Biggest Loser,Wii,2009,Sports,THQ,0.87,0.12,0.0,0.09,1.08,2,0
1889,MySims Agents,DS,2009,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08,2,0
1890,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08,1,1
1891,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08,2,0
1911,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0.0,0.54,1.07,6,0
1940,DJ Hero,X360,2009,Misc,Activision,0.56,0.4,0.0,0.11,1.06,4,0
1960,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.38,0.01,0.11,1.05,6,0
1961,MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.05,2,0
1983,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04,1,1
1984,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.33,0.0,0.09,1.04,6,0
1985,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.58,0.0,0.3,1.04,2,0
2026,DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.53,0.0,0.2,1.01,6,0
2052,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,1,1
2071,Band Hero,Wii,2009,Misc,Activision,0.6,0.3,0.0,0.09,0.99,5,0
2072,Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.3,0.0,0.09,0.99,6,0
2073,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99,2,0
2074,Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0.0,0.07,0.99,3,0
2075,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.65,0.0,0.11,0.99,7,0
2089,Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98,5,0
2090,Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.27,0.0,0.09,0.98,2,0
2114,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,5,0
2156,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.28,0.0,0.13,0.95,2,0
2157,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.41,0.43,0.0,0.1,0.95,4,0
2158,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0.0,0.08,0.95,3,0
2182,Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,2,0
2183,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,4,0
2207,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,3,0
2208,Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0.0,0.2,0.93,1,1
2209,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93,1,1
2233,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92,3,0
2257,Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91,6,0
2258,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0.0,0.13,0.91,6,0
2259,MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.26,0.0,0.12,0.91,4,0
2260,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91,6,0
2261,DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.91,4,0
2288,Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9,1,1
2313,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89,3,0
2314,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89,2,0
2315,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,3,0
2335,Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.6,0.21,0.0,0.08,0.88,6,0
2336,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88,1,1
2337,Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88,1,1
2368,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,3,0
2369,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87,1,1
2370,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87,1,1
2371,Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0.0,0.07,0.87,3,0
2390,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86,6,0
2391,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,2,0
2411,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,2,0
2412,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85,2,0
2435,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,5,0
2485,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82,1,1
2486,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.44,0.3,0.0,0.08,0.82,7,0
2517,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,6,0
2518,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.4,0.0,0.09,0.81,6,0
2519,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,4,0
2520,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0.0,0.07,0.81,4,0
2542,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,1,1
2543,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,6,0
2544,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0.0,0.07,0.8,5,0
2580,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79,2,0
2581,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79,1,1
2582,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79,5,0
2583,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,1,1
2611,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78,1,1
2612,We Sing,Wii,2009,Misc,Nordic Games,0.0,0.69,0.0,0.09,0.78,1,1
2613,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.24,0.0,0.16,0.78,2,0
2614,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.78,6,0
2643,Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.4,0.0,0.09,0.77,7,0
2644,DJ Hero,Wii,2009,Misc,Activision,0.47,0.23,0.0,0.07,0.77,4,0
2645,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,2,0
2675,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76,2,0
2676,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.26,0.0,0.12,0.76,4,0
2677,Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76,2,0
2678,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76,1,1
2679,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76,4,0
2711,Band Hero,PS3,2009,Misc,Activision,0.41,0.24,0.0,0.11,0.75,5,0
2712,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75,2,0
2713,WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.51,0.17,0.0,0.07,0.75,6,0
2714,Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75,3,0
2715,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision,0.31,0.32,0.0,0.13,0.75,3,0
2716,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.16,0.0,0.09,0.75,6,0
2743,Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,0.36,0.3,0.0,0.08,0.74,4,0
2772,Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73,5,0
2773,iCarly,DS,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.73,2,0
2774,Avatar: The Game,Wii,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73,6,0
2775,MX vs. ATV Reflex,X360,2009,Racing,THQ,0.52,0.15,0.0,0.06,0.73,4,0
2804,Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72,2,0
2805,MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72,3,0
2848,LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71,4,0
2889,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,Shooter,Activision,0.28,0.3,0.0,0.12,0.7,6,0
2890,Hannah Montana: The Movie,DS,2009,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7,4,0
2891,World of Zoo,DS,2009,Simulation,THQ,0.43,0.2,0.0,0.06,0.7,3,0
2892,IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,505 Games,0.34,0.26,0.0,0.1,0.7,4,0
2918,X-Men Origins: Wolverine - Uncaged Edition,X360,2009,Action,Activision,0.42,0.21,0.0,0.06,0.69,3,0
2954,Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.6,0.03,0.0,0.05,0.68,5,0
2955,Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,0.19,0.43,0.0,0.05,0.68,1,1
3042,NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,2,0
3043,Madden NFL 10,PSP,2009,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,5,0
3079,Up,DS,2009,Action,THQ,0.31,0.28,0.0,0.07,0.65,6,0
3080,Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,1,1
3081,Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65,2,0
3082,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,5,0
3121,Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,7,0
3122,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0.37,0.21,0.0,0.06,0.64,4,0
3123,The Princess and the Frog,DS,2009,Platform,Disney Interactive Studios,0.41,0.17,0.0,0.06,0.64,2,0
3124,Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.28,0.0,0.11,0.64,3,0
3125,Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,0.59,0.0,0.0,0.04,0.64,2,0
3166,SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,2,0
3167,Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,6,0
3168,Guitar Hero: Metallica,PS3,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.63,4,0
3169,Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63,7,0
3170,Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,0.43,0.05,0.0,0.14,0.63,1,1
3171,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,6,0
3172,Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0.31,0.25,0.0,0.06,0.63,1,1
3173,Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63,1,1
3174,World of Zoo,Wii,2009,Simulation,THQ,0.41,0.16,0.0,0.05,0.63,3,0
3269,Wet,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,1,1
3175,MySims Racing,DS,2009,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,2,0
3220,Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62,3,0
3221,WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,0.25,0.23,0.0,0.14,0.62,6,0
3270,Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,2,0
3271,Tony Hawk: RIDE,X360,2009,Sports,Activision,0.46,0.1,0.0,0.05,0.61,3,0
3272,Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,2,0
3273,Major League Baseball 2K9,X360,2009,Sports,Spike,0.56,0.0,0.0,0.05,0.61,5,0
3274,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0.0,0.06,0.61,4,0
3275,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.61,3,0
3316,New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6,1,1
3317,WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6,1,1
3318,Tony Hawk: RIDE,PS3,2009,Sports,Activision,0.38,0.15,0.0,0.08,0.6,3,0
3319,Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,2,0
3320,Avatar: The Game,PSP,2009,Action,Ubisoft,0.22,0.24,0.0,0.14,0.6,6,0
3371,Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59,1,1
3372,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.24,0.0,0.14,0.59,6,0
3373,FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.59,7,0
3429,The Conduit,Wii,2009,Shooter,Sega,0.29,0.23,0.0,0.06,0.58,1,1
3430,Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58,4,0
3431,The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,1,1
3432,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,3,0
3433,Petz Nursery,DS,2009,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.58,1,1
3434,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.58,3,0
3435,NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58,2,0
3436,Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.02,0.0,0.04,0.58,1,1
3437,NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.58,4,0
3494,Up,Wii,2009,Action,THQ,0.23,0.28,0.0,0.06,0.57,6,0
3495,3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.57,1,1
3496,Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.52,0.01,0.0,0.04,0.57,2,0
3497,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.05,0.57,4,0
3498,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57,3,0
3564,Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,3,0
3565,Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.56,1,1
3566,G-Force,DS,2009,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56,6,0
3621,Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0.17,0.0,0.07,0.55,2,0
3622,50 Classic Games,DS,2009,Misc,Destineer,0.52,0.0,0.0,0.04,0.55,2,0
3679,NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54,3,0
3680,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54,3,0
3681,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54,2,0
3682,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.14,0.0,0.05,0.54,6,0
3751,Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53,1,1
3752,SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53,2,0
3753,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53,3,0
3754,F1 2009,PSP,2009,Racing,Codemasters,0.08,0.29,0.0,0.16,0.53,2,0
3755,Picross 3D,DS,2009,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53,1,1
3818,Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.37,0.0,0.07,0.52,1,1
3819,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.45,0.04,0.0,0.04,0.52,1,1
3820,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.44,0.04,0.0,0.04,0.52,2,0
3821,IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.24,0.0,0.05,0.52,4,0
3869,Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51,3,0
3870,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51,1,1
3871,SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,1,1
3872,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.21,0.0,0.05,0.51,3,0
3873,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,6,0
3874,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.09,0.02,0.04,0.51,2,0
3875,Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0.0,0.05,0.51,6,0
3876,Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.18,0.21,0.0,0.12,0.51,7,0
3877,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,0.12,0.33,0.0,0.06,0.51,2,0
